"TRTMT.No","TRTMT.F","TRTMT.O","PLOT","POSITION","DESTS","DESTZ","DSITE.ZONE","OSITE.ZONE","ORS","ORZ","FAMILY","SEED.TYPE","SURV.TP","SURV.FLW","SURV.FR","GR","STEM.FL","STEM.F","LEAF.FL","BR.FL","BR.F","DATE.FL","J.Date.FL","DATE.F","J.Date.F","Diff.Date.FL.F","F.NFL","logGR","sqrtGR","rankGR","logSTEM.FL","sqrtSTEM.FL","rankSTEM.FL","logSTEM.F","sqrtSTEM.F","rankSTEM.F","logBR.F","sqrtBR.F","rankBR.F","logJ.Date.FL","sqrtJ.Date.FL","rankJ.Date.FL","logDiff.Date.FL.F","sqrtDiff.Date.FL.F","rankDiff.Date.FL.F","logF.NFL","sqrtF.NFL","rankF.NFL"
"2","LD","HD","10","12","M","2","M2","D1","D","1","22","D","1","0","0",0,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0,0.707106781186548,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","LD","HD","10","2","M","2","M2","M1","M","1","9","D","1","0","0",0.011904762,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0.00513963969328581,0.715475200129257,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","LD","HD","10","1","M","2","M2","D2","D","2","7","P","1","0","0",0.017857143,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0.00768682872724463,0.719622917228183,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","LD","HD","2","5","M","2","M2","M1","M","1","2","D","1","0","0",0.023809524,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0.010219165262485,0.723746864587336,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","LD","HD","3","11","M","2","M2","D1","D","1","24","D","1","1","0",0.142857143,8,NA,11,1,NA,"31-Jul-13",212,"",NA,NA,NA,0.0579919470319736,0.80178372582636,28.5,0.954242509439325,2.91547594742265,14,NA,NA,NA,NA,NA,NA,2.32837960343874,14.5773797371133,4,NA,NA,NA,NA,NA,NA
"4","LD","HD","3","3","M","2","M2","M1","M","1","12","P","1","0","0",0.035714286,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0.0152399666765422,0.73192505490658,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","LD","HD","3","2","M","2","M2","M1","M","1","17","D","1","0","0",0.107142857,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0.0442036624360154,0.77919372238231,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","LD","HD","3","13","M","2","M2","D1","D","1","23","D","1","0","0",0.142857143,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0.0579919470319736,0.80178372582636,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","LD","HD","5","8","M","2","M2","D1","D","1","18","D","1","1","0",0.095238095,6,NA,6,1,NA,"07-Aug-13",219,"",NA,NA,NA,0.0395085411892618,0.771516749656156,24,0.845098040014257,2.54950975679639,10,NA,NA,NA,NA,NA,NA,2.34242268082221,14.8155323900291,7.5,NA,NA,NA,NA,NA,NA
"4","LD","HD","7","15","M","2","M2","M2","M","2","4","D","1","1","1",0.017857143,3,3,4,1,1,"07-Aug-13",219,"21-Aug-13",233,14,1,0.00768682872724463,0.719622917228183,7,0.602059991327962,1.87082869338697,3,0.602059991327962,1.87082869338697,2.5,0.301029995663981,1.22474487139159,5.5,2.34242268082221,14.8155323900291,7.5,1.17609125905568,3.80788655293195,9,0.301029995663981,1.22474487139159,4
"4","LD","HD","7","22","M","2","M2","D1","D","1","21","P","1","1","1",0.017857143,5,5,5,1,1,"07-Aug-13",219,"21-Aug-13",233,14,2,0.00768682872724463,0.719622917228183,7,0.778151250383644,2.34520787991171,6.5,0.778151250383644,2.34520787991171,5.5,0.301029995663981,1.22474487139159,5.5,2.34242268082221,14.8155323900291,7.5,1.17609125905568,3.80788655293195,9,0.477121254719662,1.58113883008419,8
"4","LD","HD","7","3","M","2","M2","M1","M","1","10","D","1","1","1",0.023809524,3,3,2,1,1,"07-Aug-13",219,"21-Aug-13",233,14,1,0.010219165262485,0.723746864587336,10.5,0.602059991327962,1.87082869338697,3,0.602059991327962,1.87082869338697,2.5,0.301029995663981,1.22474487139159,5.5,2.34242268082221,14.8155323900291,7.5,1.17609125905568,3.80788655293195,9,0.301029995663981,1.22474487139159,4
"4","LD","HD","7","8","M","2","M2","D1","D","1","15","D","1","0","0",0.035714286,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0.0152399666765422,0.73192505490658,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","LD","HD","7","16","M","2","M2","D1","D","1","7","P","1","0","0",0.044642857,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0.0189678390165893,0.73799922560935,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","LD","HD","9","10","M","2","M2","D1","D","1","23","D","1","0","0",0,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0,0.707106781186548,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
